CAMIS,DBA,ZIPCODE,CUISINE_DESCRIPTION,INSPECTION_DATE,SCORE,Latitude,Longitude,GRADE
50016982,AIRS CHAMPAGNE PARLOR,10012,French,4/20/2022,9,40.73057169,-74.00000722,A
50016989,RETRO BLENDS (RETRO FITNESS),11226,"Juice, Smoothies, Fruit Salads",4/13/2022,15,40.65041655,-73.9578251,B
50016993,PUNTA CANA COFFEE SHOP,11205,Latin American,3/24/2022,12,40.69071231,-73.95699178,A
50017001,KENNEDY FRIED CHICKEN,10456,Chicken,7/6/2022,8,40.83107743,-73.90084304,A
50017015,AL HORNO LEAN MEXICAN,10022,Mexican,7/25/2022,50,40.75959498,-73.96509061,C
50017015,AL HORNO LEAN MEXICAN,10022,Mexican,7/28/2022,21,40.75959498,-73.96509061,B
50017016,DUNKIN,11101,Donuts,4/27/2022,18,40.74764858,-73.94751722,B
50017016,DUNKIN,11101,Donuts,6/22/2022,0,40.74764858,-73.94751722,A
50017041,JUST SALAD,10001,Salads,4/22/2022,13,40.75050916,-73.98947917,A
50017044,JUST SALAD,10004,Salads,3/22/2022,7,40.70394685,-74.01159185,A
50017044,JUST SALAD,10004,Salads,6/16/2022,10,40.70394685,-74.01159185,A
50017045,JUST SALAD,10011,Salads,4/29/2022,13,40.74152878,-74.00121253,A
50017047,JUST SALAD,10023,Salads,4/7/2022,0,40.77765938,-73.98204769,A
50017053,NEW CHENG'S ORIENTAL EXPRESS,11355,Chinese,7/13/2022,16,40.75687362,-73.82179639,B
50017056,SILVER SPOON DINER,11373,American,4/18/2022,30,40.73521885,-73.86509733,C
50017056,SILVER SPOON DINER,11373,American,8/30/2022,0,40.73521885,-73.86509733,A
50017059,BASES LOADED SPORTS BAR,10461,American,6/16/2022,33,40.84710378,-73.83216943,C
50017072,BAGEL TIME,11357,Sandwiches,7/11/2022,11,40.78910999,-73.81264537,A
50017080,TEN REN'S TEA TIME,10013,Coffee/Tea,8/31/2021,13,40.71627144,-73.99810615,A
50017098,ZUMA NEW YORK,10016,Japanese,8/5/2021,12,40.75079897,-73.98073038,A
50017111,J J SPORT RESTAURANT,10458,Latin American,4/22/2022,29,40.85429469,-73.89121807,C
50017126,BRAVO PIZZA,10017,Pizza,5/18/2022,0,40.75332138,-73.98054557,A
50017126,BRAVO PIZZA,10017,Pizza,10/3/2022,9,40.75332138,-73.98054557,A
50017132,PETEE'S PIE,10002,American,4/19/2022,10,40.7193617,-73.99092711,A
50017151,TAKUMI TACO,10011,Tex-Mex,4/19/2022,23,40.74186904,-74.00471301,B
50017151,TAKUMI TACO,10011,Tex-Mex,6/7/2022,26,40.74186904,-74.00471301,B
50017154,HAAT BAZAAR,11372,Bangladeshi,12/2/2021,28,40.74847495,-73.89262945,C
50017154,HAAT BAZAAR,11372,Bangladeshi,2/2/2022,9,40.74847495,-73.89262945,A
50017177,ALNOOR HALAL DELI,11232,Middle Eastern,5/16/2022,19,40.66205663,-73.99637037,B
50017182,ICOOK BUFFET,11355,Korean,9/26/2022,64,40.75780874,-73.8302945,C
50017182,ICOOK BUFFET,11355,Korean,10/5/2022,6,40.75780874,-73.8302945,A
50017185,OASIS JIMMA JUICE BAR,10027,"Juice, Smoothies, Fruit Salads",7/25/2022,44,40.81464722,-73.95905732,C
50017188,QED,11105,Coffee/Tea,6/24/2022,11,40.77589193,-73.91506097,A
50017189,THE SQUARE ON ANNADALE,10312,Pizza,8/26/2021,12,40.54154934,-74.17735377,A
50017190,DOUGHNUT PLANT,11217,Coffee/Tea,3/23/2022,7,40.6807761,-73.97506495,A
50017198,PECAS Y ALGO MAS,11104,Spanish,4/21/2022,7,40.74147938,-73.92064439,A
50017209,THE FAMOUS JIMBO'S HAMBURGER PALACE,10453,Hamburgers,4/8/2022,0,40.8521527,-73.90889045,A
50017218,TSOB-TSOBE CAFE LOUNGE BAR,11235,Russian,6/22/2022,40,40.58782814,-73.96038144,C
50017218,TSOB-TSOBE CAFE LOUNGE BAR,11235,Russian,8/8/2022,18,40.58782814,-73.96038144,B
50017219,OGAWA CAFE,10003,Japanese,8/17/2022,17,40.72742044,-73.99226095,B
50017221,FALAFEL OFF THE KORNER,11223,Jewish/Kosher,8/22/2022,28,40.60849703,-73.97182189,C
50017223,FAIRFIELD INN & SUITES NEW YORK MANHATTAN FINANCIAL DISTRICT,10038,Continental,4/19/2022,10,40.70604433,-74.0051,A
50017226,WXYZ BAR,10038,American,9/15/2022,12,40.71029863,-74.00682809,A
50017228,DUNKIN,11360,Donuts,4/22/2022,8,40.77836632,-73.77694755,A
50017235,EL SOMBRERO,10002,Latin American,8/16/2022,32,40.72117568,-73.98757179,C
50017241,6B,10165,American,8/4/2022,30,40.75252506,-73.97866174,C
50017241,6B,10165,American,9/2/2022,7,40.75252506,-73.97866174,A
50017242,STARBUCKS,11214,Coffee/Tea,5/10/2022,12,40.59561372,-74.00009002,A
50017243,BURGER & LOBSTER,10011,Seafood,4/28/2022,12,40.73965937,-73.99272503,A
50017248,SHORE HAVEN DINER,10473,American,7/18/2022,27,40.81943699,-73.84811484,B
50017250,TRAVEL BAR,11231,American,3/25/2022,10,40.67604956,-73.99894729,A
50017261,CAFE DE NOVO,10006,American,9/9/2021,21,40.70807752,-74.01355111,B
50017261,CAFE DE NOVO,10006,American,1/25/2022,12,40.70807752,-74.01355111,A
50017262,ROYAL CUISINE YARD FOOD,11213,Caribbean,4/5/2022,29,40.66682849,-73.93132043,C
50017262,ROYAL CUISINE YARD FOOD,11213,Caribbean,6/22/2022,13,40.66682849,-73.93132043,A
50017266,ALL ABOUT INDIAN FOOD,11206,Indian,9/9/2021,40,40.70223392,-73.93710845,C
50017266,ALL ABOUT INDIAN FOOD,11206,Indian,9/15/2021,17,40.70223392,-73.93710845,B
50017272,THE LITTLE SWEET CAFE,11201,Coffee/Tea,7/28/2021,7,40.68818893,-73.98669814,A
50017272,THE LITTLE SWEET CAFE,11201,Coffee/Tea,9/2/2022,23,40.68818893,-73.98669814,B
50017272,THE LITTLE SWEET CAFE,11201,Coffee/Tea,9/15/2022,9,40.68818893,-73.98669814,A
50017275,SWEETGREEN,10012,Salads,3/8/2022,9,40.72135198,-73.99715359,A
50017284,SWEETGREEN,11211,Salads,4/29/2022,6,40.7158634,-73.95904248,A
50017287,BAY RIDGE CAFE,11220,Coffee/Tea,7/20/2022,9,40.63519939,-74.02329303,A
50017293,MANOUSHEH,10012,Middle Eastern,4/19/2022,9,40.72927341,-74.00140353,A
50017295,EL PALO BAR RESTAURANT,11368,Latin American,10/5/2022,20,40.75131377,-73.86245873,B
50017303,BATATA,11218,Middle Eastern,8/13/2022,39,40.64836648,-73.97863031,C
50017303,BATATA,11218,Middle Eastern,9/8/2022,27,40.64836648,-73.97863031,B
50017311,OFF TO START CAFE,11215,Coffee/Tea,3/21/2022,48,40.66492419,-73.98651536,C
50017311,OFF TO START CAFE,11215,Coffee/Tea,3/31/2022,2,40.66492419,-73.98651536,A
50017311,OFF TO START CAFE,11215,Coffee/Tea,9/27/2022,10,40.66492419,-73.98651536,A
50017329,JUS CHILL BAR & GRILL,11207,Caribbean,3/7/2022,34,40.66445771,-73.88716376,C
50017329,JUS CHILL BAR & GRILL,11207,Caribbean,9/9/2022,24,40.66445771,-73.88716376,B
50017334,TEXAS CHICKEN & BURGERS,11221,Chicken,3/11/2022,7,40.69257225,-73.92768776,A
50017334,TEXAS CHICKEN & BURGERS,11221,Chicken,3/24/2022,9,40.69257225,-73.92768776,A
50017342,WHITESTONE DINER,11357,American,6/10/2022,12,40.78843658,-73.81544963,A
50017348,CONCORD HILL RESTAURANT,11211,American,3/31/2022,7,40.71557734,-73.94454489,A
50017360,MOZZARELLA,11206,Jewish/Kosher,7/1/2022,12,40.6998923,-73.95369675,A
50017360,MOZZARELLA,11206,Jewish/Kosher,9/1/2022,10,40.6998923,-73.95369675,A
50017406,LECHE Y MIEL RESTAURANT,10463,Latin American,4/11/2022,12,40.88363962,-73.90149848,A
50017407,CROWN FRIED CHICKEN,11432,Chicken,8/4/2022,21,40.70700227,-73.80238832,B
50017407,CROWN FRIED CHICKEN,11432,Chicken,8/29/2022,172,40.70700227,-73.80238832,C
50017407,CROWN FRIED CHICKEN,11432,Chicken,9/8/2022,24,40.70700227,-73.80238832,B
50017416,DUNKIN,10460,Donuts,6/16/2022,13,40.83997463,-73.87686115,A
50017418,CARITA FELIZ,11237,"Juice, Smoothies, Fruit Salads",4/4/2022,17,40.70093416,-73.92135644,B
50017430,Courtyard by Marriott Manhattan Chelsea,10001,American,4/19/2022,11,40.7477453,-73.99072834,A
50017441,AMARANTO,11237,Tex-Mex,7/23/2022,9,40.70287503,-73.921823,A
50017442,TRUVA CAFE & GRILL,11105,Mediterranean,3/24/2022,11,40.77521974,-73.91178707,A
50017455,NEST RESTAURANT & BAR,11419,Caribbean,1/10/2022,19,40.69146123,-73.82069176,B
50017455,NEST RESTAURANT & BAR,11419,Caribbean,3/2/2022,18,40.69146123,-73.82069176,B
50017460,THE BLACK WHALE,10464,American,8/12/2021,7,40.84636591,-73.78617402,A
50017467,MIS TIERRAS COLOMBIANAS,11377,Latin American,8/30/2021,17,40.74477923,-73.91034066,B
50017469,HOUSE OF SEAFOOD EXPRESS,10037,Seafood,10/4/2022,50,40.81188165,-73.94249551,C
50017469,HOUSE OF SEAFOOD EXPRESS,10037,Seafood,10/18/2022,2,40.81188165,-73.94249551,A
50017471,HARBS,10011,Japanese,3/21/2022,21,40.7459149,-74.00172869,B
50017471,HARBS,10011,Japanese,9/29/2022,44,40.7459149,-74.00172869,C
50017536,ELI'S ESSENTIALS,10128,Sandwiches/Salads/Mixed Buffet,7/14/2022,23,40.78426762,-73.95706833,B
50017582,PARM,10023,Italian,6/27/2022,66,40.7765281,-73.97941586,C
50017583,LITTLE CHOC APOTHECARY,11211,Coffee/Tea,5/12/2022,7,40.71193775,-73.95730988,A
50017599,BLEND SALAD AND JUICE BAR,11228,Salads,8/25/2021,13,40.61827434,-74.00873491,A
50017603,SWEET GARDEN CHINESE TAKEOUT RESTAURANT,11366,Chinese,8/17/2022,74,40.72064446,-73.80926346,C
50017603,SWEET GARDEN CHINESE TAKEOUT RESTAURANT,11366,Chinese,8/19/2022,2,40.72064446,-73.80926346,A
50017619,SPICY TIBET,11372,Asian/Asian Fusion,8/9/2021,11,40.74694394,-73.89033298,A
50017631,NEW RED LANTERN,11219,Chinese,4/7/2022,40,40.63445512,-74.00349121,C
50017642,SUBWAY,11691,Sandwiches,12/9/2021,12,40.5960029,-73.75411046,A
50017684,UNION BANK OF SWITZERLAND,10019,American,2/10/2022,2,40.76074583,-73.97981783,A
50017690,LA ESTRELLA DEL CASTILLO RESTAURANT,11225,Latin American,5/23/2022,28,40.66569123,-73.95090178,C
50017701,THE KUNJIP,10001,Korean,5/11/2022,10,40.74778611,-73.98702905,A
50017706,LITTLE CUPCAKE BAKESHOP,11238,Bakery Products/Desserts,9/8/2021,26,40.67840851,-73.96860156,B
50017706,LITTLE CUPCAKE BAKESHOP,11238,Bakery Products/Desserts,1/24/2022,5,40.67840851,-73.96860156,A
50017706,LITTLE CUPCAKE BAKESHOP,11238,Bakery Products/Desserts,10/7/2022,13,40.67840851,-73.96860156,A
50017709,NICKOLAS' DELI RESTAURANT,11377,Mexican,8/26/2021,26,40.73544482,-73.89480473,B
50017709,NICKOLAS' DELI RESTAURANT,11377,Mexican,1/31/2022,10,40.73544482,-73.89480473,A
50017723,CLARENDON CUISINE,11203,Caribbean,5/16/2022,38,40.65207781,-73.92652452,C
50017732,FISHERMAN'S COVE,11210,Caribbean,8/18/2021,11,40.63332886,-73.94771555,A
50017732,FISHERMAN'S COVE,11210,Caribbean,10/17/2022,9,40.63332886,-73.94771555,A
50017748,HOME CHEF INTERNATIONAL FLAVORS,11413,Caribbean,4/7/2022,12,40.67562346,-73.73903826,A
50017749,KINGS KITCHEN,10002,Chinese,3/15/2022,25,40.71376531,-73.99371625,B
50017749,KINGS KITCHEN,10002,Chinese,9/7/2022,12,40.71376531,-73.99371625,A
50017750,SUBWAY,10001,Sandwiches,5/18/2022,8,40.74865414,-74.00345391,A
50017751,HEALTHY ME ORGANIC JUICE LAB,11103,"Juice, Smoothies, Fruit Salads",5/27/2022,23,40.76410739,-73.91703265,B
50017751,HEALTHY ME ORGANIC JUICE LAB,11103,"Juice, Smoothies, Fruit Salads",7/28/2022,42,40.76410739,-73.91703265,C
50017751,HEALTHY ME ORGANIC JUICE LAB,11103,"Juice, Smoothies, Fruit Salads",8/8/2022,2,40.76410739,-73.91703265,A
50017756,FRISSON ESPRESSO,10036,Coffee/Tea,6/14/2022,39,40.76079368,-73.98843071,C
50017756,FRISSON ESPRESSO,10036,Coffee/Tea,8/17/2022,12,40.76079368,-73.98843071,A
50017757,DUNKIN,11354,American,9/7/2021,12,40.77615136,-73.82440561,A
50017760,PETER PAN DONUT & PASTRY SHOP,11222,Bakery Products/Desserts,4/15/2022,8,40.72613989,-73.95215591,A
50017776,RED AND BLACK CAFE,11105,Other,8/23/2021,7,40.78192692,-73.91408191,A
50017776,RED AND BLACK CAFE,11105,Other,10/17/2022,39,40.78192692,-73.91408191,C
50017778,JUICES FOR LIFE,10465,"Juice, Smoothies, Fruit Salads",7/20/2021,59,40.83197035,-73.82734379,C
50017778,JUICES FOR LIFE,10465,"Juice, Smoothies, Fruit Salads",8/18/2021,14,40.83197035,-73.82734379,B
50017814,MAX'S DELI & COFFEE SHOP,11207,Sandwiches,6/8/2022,0,40.67569359,-73.89752389,A
50017819,MALAI MARKE,10003,Indian,5/19/2022,0,40.72710715,-73.98788096,A
50017823,THE HALAL GUYS,10025,Middle Eastern,4/6/2022,0,40.79347782,-73.97079346,A
50017824,EL KALLEJON BOTANAS,10035,Mexican,7/5/2022,13,40.79843061,-73.93905066,A
50017825,NEW JW GOLDEN BAKERY,11220,Bakery Products/Desserts,5/13/2022,12,40.64067334,-74.01857831,A
50017826,BRIGADEIRO BAKERY,10012,Brazilian,3/1/2022,30,40.72729717,-74.00169573,C
50017826,BRIGADEIRO BAKERY,10012,Brazilian,6/14/2022,12,40.72729717,-74.00169573,A
50017827,TACO BELL,11209,Tex-Mex,7/26/2021,0,40.62206164,-74.02864134,A
50017827,TACO BELL,11209,Tex-Mex,7/11/2022,22,40.62206164,-74.02864134,B
50017836,I-FORTUNE COOKIE,11101,Chinese,7/22/2022,13,40.74776658,-73.94745577,A
50017838,THE LETLOVE INN,11105,American,5/26/2022,8,40.7758782,-73.91504294,A
50017853,DHABA INDIAN CUISINE,10016,Indian,8/12/2021,8,40.74230974,-73.98271044,A
50017865,XING LONG CHINESE RESTUARANT,10456,Chinese,7/21/2021,11,40.83243335,-73.90409331,A
50017869,CROWN FRIED CHICKEN,11207,Chicken,7/21/2021,13,40.67242514,-73.89217195,A
50017869,CROWN FRIED CHICKEN,11207,Chicken,10/7/2022,10,40.67242514,-73.89217195,A
50017889,JUJUBE TREE,11103,Vegan,5/11/2022,25,40.76531857,-73.9180636,B
50017891,PAPA JOHN'S,11229,Pizza,4/21/2022,19,40.59786043,-73.94140581,B
50017891,PAPA JOHN'S,11229,Pizza,5/12/2022,9,40.59786043,-73.94140581,A
50017903,JACK'S WIFE FREDA,10014,Mediterranean,4/8/2022,2,40.72997053,-74.00354314,A
50017910,LING LING YOUNG,11231,Chinese,7/6/2022,48,40.68386393,-73.9995457,C
50017919,SMITH'S HELL'S KITCHEN BAR & RESTAURANT,10036,American,8/3/2022,9,40.75862535,-73.98878483,A
50017920,OUTBACK STEAKHOUSE,11239,Steakhouse,7/12/2022,12,40.64960274,-73.87133258,A
50017921,SUBWAY,11421,Sandwiches,5/20/2022,11,40.69332155,-73.85303347,A
50017936,LUNATICO,11233,American,8/28/2021,5,40.68355702,-73.93450849,A
50017941,CHEZ ALEX,11221,Coffee/Tea,1/21/2022,11,40.68753846,-73.92364755,A
50017967,PROSPERITY NOODLE,11232,Chinese,6/15/2022,20,40.65408575,-74.0046347,B
50017970,SPICE,10025,Thai,8/10/2021,7,40.8015375,-73.96488793,A
50017970,SPICE,10025,Thai,1/26/2022,11,40.8015375,-73.96488793,A
50017978,HOLIDAY COCKTAIL LOUNGE,10003,American,9/9/2022,5,40.72786723,-73.98593612,A
50017983,LIVINGSTON MANOR,11201,American,8/5/2022,10,40.68929773,-73.98597313,A
50017990,DENNY'S,11207,American,5/6/2022,30,40.6578923,-73.8900979,C
50017993,CARVEL,10314,Frozen Desserts,6/14/2022,13,40.57714172,-74.16406456,A
50018004,BUS STOP DINER,10031,American,5/5/2022,27,40.82019558,-73.95501095,B
50018004,BUS STOP DINER,10031,American,8/23/2022,4,40.82019558,-73.95501095,A
50018008,PHO SAIGON,10022,Southeast Asian,7/19/2022,33,40.75652333,-73.96422955,C
50018008,PHO SAIGON,10022,Southeast Asian,8/24/2022,32,40.75652333,-73.96422955,C
50018021,POLLO CAMPERO,11435,Spanish,9/3/2021,9,40.70178687,-73.80867566,A
50018021,POLLO CAMPERO,11435,Spanish,1/24/2022,0,40.70178687,-73.80867566,A
50018022,NUTRICION FAMILIAR (Herbalife),11372,"Juice, Smoothies, Fruit Salads",4/27/2022,21,40.75045534,-73.87760113,B
50018022,NUTRICION FAMILIAR (Herbalife),11372,"Juice, Smoothies, Fruit Salads",9/16/2022,12,40.75045534,-73.87760113,A
50018025,SUBWAY,10003,Sandwiches,5/5/2022,13,40.73152125,-73.99460578,A
50018027,AT THE WALLACE,10031,American,5/26/2022,10,40.82872361,-73.94875748,A
50018035,STARBUCKS,11354,Coffee/Tea,9/8/2021,9,40.76069681,-73.83068419,A
50018036,BUSHWICK PUBLIC HOUSE,11221,Coffee/Tea,3/25/2022,29,40.69783207,-73.9247068,C
50018036,BUSHWICK PUBLIC HOUSE,11221,Coffee/Tea,9/30/2022,58,40.69783207,-73.9247068,C
50018036,BUSHWICK PUBLIC HOUSE,11221,Coffee/Tea,10/7/2022,9,40.69783207,-73.9247068,A
50018043,MALLENCHE MEXICAN GRILL,11226,Mexican,7/28/2022,11,40.64882688,-73.96463707,A
50018050,EAT N' RUN,11223,Jewish/Kosher,5/12/2022,58,40.59406996,-73.96087822,C
50018050,EAT N' RUN,11223,Jewish/Kosher,5/16/2022,4,40.59406996,-73.96087822,A
50018064,PEKING EXPRESS,11432,Chinese,4/4/2022,24,40.7074171,-73.80260711,B
50018078,PHIL-AM KUSINA,10305,Filipino,9/8/2022,0,40.61251041,-74.07126352,A
50018081,CHECKERS,10027,Hamburgers,1/14/2022,16,40.80746921,-73.94475341,B
50018081,CHECKERS,10027,Hamburgers,3/2/2022,25,40.80746921,-73.94475341,B
50018095,BURGER KING,11368,Hamburgers,5/16/2022,24,40.75107893,-73.87058001,B
50018098,EDEN WOK,10016,Chinese,7/21/2022,56,40.74757965,-73.98251057,C
50018098,EDEN WOK,10016,Chinese,8/29/2022,33,40.74757965,-73.98251057,C
50018100,MASSERIA DEI VINI,10019,Italian,7/7/2022,0,40.76831397,-73.98543295,A
50018118,LA LUPE,11206,Mexican,5/31/2022,6,40.69732504,-73.93490242,A
50018121,RANCH RESTAURANT,10460,Caribbean,7/14/2022,22,40.83774314,-73.88754816,B
50018121,RANCH RESTAURANT,10460,Caribbean,9/8/2022,18,40.83774314,-73.88754816,B
50018136,CHEN'S KITCHEN,10040,Chinese,4/5/2022,22,40.86487914,-73.92686336,B
50018139,CAFE WHA,10012,American,4/20/2022,8,40.73005293,-74.00045101,A
50018146,GREGORY'S COFFEE,10016,Coffee/Tea,6/6/2022,5,40.75161138,-73.98046666,A
50018154,12 CORNERS COFFEE,10013,Coffee/Tea,5/17/2022,15,40.7180363,-73.99700583,B
50018154,12 CORNERS COFFEE,10013,Coffee/Tea,8/16/2022,13,40.7180363,-73.99700583,A
50018155,NO. 1 KITCHEN,10459,Chinese,1/19/2022,32,40.82006057,-73.9014665,C
50018155,NO. 1 KITCHEN,10459,Chinese,1/24/2022,0,40.82006057,-73.9014665,A
50018160,JOE,10023,Coffee/Tea,3/21/2022,7,40.77508455,-73.9804778,A
50018211,RON BEN-ISRAEL CAKES,10018,Bakery Products/Desserts,4/4/2022,12,40.75408565,-73.99014273,A
50018213,ALBATROSS BAR,11103,American,9/14/2022,10,40.77038417,-73.91268163,A
50018219,JIN RAMEN UWS,10024,Japanese,7/21/2022,19,40.78528062,-73.97678065,B
50018224,MITI MITI TAPERIA,11217,Mexican,2/3/2022,21,40.67867163,-73.97894144,B
50018224,MITI MITI TAPERIA,11217,Mexican,2/28/2022,7,40.67867163,-73.97894144,A
50018227,TIM HORTONS,10314,Coffee/Tea,4/4/2022,28,40.60702665,-74.1624024,C
50018245,NEW WORLD STAGES & THE GREEN ROOM,10019,American,3/9/2022,2,40.76214128,-73.98769768,A
50018249,LI'L JAYS CAFE,10019,Coffee/Tea,3/25/2022,5,40.77078735,-73.98853366,A
50018252,THE ORIGINAL AMERICAN CHICKEN,11372,Chicken,8/24/2022,36,40.74937615,-73.88784948,C
50018258,SABOR DE CUBA,11103,Latin American,9/28/2022,9,40.76201148,-73.91854779,A
50018261,TRYON PUBLIC HOUSE,10040,American,8/11/2022,14,40.86509397,-73.92804899,B
50018268,MCDONALD'S,10303,Hamburgers,5/10/2022,4,40.62517921,-74.14937001,A
50018271,MOONSTRUCK (IN BELLEVUE),10016,American,7/25/2022,82,40.73948979,-73.97662346,C
50018271,MOONSTRUCK (IN BELLEVUE),10016,American,8/10/2022,5,40.73948979,-73.97662346,A
50018278,NUMBER 1 CHINESE RESTAURANT,11210,Chinese,5/27/2022,11,40.62670288,-73.94755145,A
50018286,THE MILL,10013,Soups/Salads/Sandwiches,6/8/2022,4,40.72321006,-74.00622692,A
50018288,OOTOYA,10003,Japanese,4/12/2022,22,40.73323391,-73.99314791,B
50018300,CAFE R,10001,American,7/27/2022,44,40.7488129,-73.98947222,C
50018300,CAFE R,10001,American,8/29/2022,39,40.7488129,-73.98947222,C
50018303,DUNKIN',10025,Donuts,8/25/2021,11,40.79928196,-73.96705263,A
50018303,DUNKIN',10025,Donuts,10/11/2022,30,40.79928196,-73.96705263,C
50018314,NEW GOLDEN EMPIRE CHINESE RESTAURANT,10031,Chinese,6/8/2022,29,40.82605592,-73.9433215,C
50018318,MCDONALD'S,11427,Hamburgers,6/13/2022,2,40.72954038,-73.74441882,A
50018319,MCDONALD'S,10011,Hamburgers,3/25/2022,4,40.73772175,-73.99658274,A
50018322,PAPA JOHN'S,11355,Pizza,2/1/2022,13,40.75551514,-73.8149745,A
50018322,PAPA JOHN'S,11355,Pizza,2/28/2022,10,40.75551514,-73.8149745,A
50018327,MOOT BAR,11205,American,1/13/2022,13,40.69402942,-73.96095638,A
50018338,DUNKIN,11208,Donuts,12/8/2021,12,40.67791161,-73.8706252,A
50018354,FAMOUS FRESH SUPER TACO & GRILL INC,11223,Tex-Mex,6/18/2022,4,40.59018422,-73.97353629,A
50018356,BRICKTOWN BAGELS & CAFE,11101,Bagels/Pretzels,5/13/2022,41,40.74182441,-73.95443615,C
50018356,BRICKTOWN BAGELS & CAFE,11101,Bagels/Pretzels,10/3/2022,29,40.74182441,-73.95443615,C
50018380,GROUND-CENTRAL,10017,Coffee/Tea,4/29/2022,12,40.75027838,-73.97185192,A
50018388,BAMBINO PIZZA 11,11385,Pizza,5/25/2022,9,40.70298226,-73.868095,A
50018394,HADI RESTAURANT,11218,Middle Eastern,5/26/2022,0,40.64072011,-73.96919227,A
50018405,SUBWAY,11417,Sandwiches,11/26/2021,16,40.67880033,-73.83396104,B
50018405,SUBWAY,11417,Sandwiches,1/31/2022,4,40.67880033,-73.83396104,A
50018405,SUBWAY,11417,Sandwiches,8/19/2022,7,40.67880033,-73.83396104,A
50018426,GOTAN,10013,Mediterranean,12/14/2021,61,40.71912306,-74.00686146,C
50018426,GOTAN,10013,Mediterranean,9/22/2022,26,40.71912306,-74.00686146,B
50018428,HAN WONG RESTAURANT,11214,Chinese,5/10/2022,29,40.60507498,-73.99777799,C
50018434,SEA WOLF,11237,American,7/13/2022,27,40.70664163,-73.92296554,B
50018440,POPPY'S,11231,American,7/23/2021,15,40.68556841,-74.00242301,B
50018440,POPPY'S,11231,American,8/12/2021,9,40.68556841,-74.00242301,A
50018448,NEW PEKING,11225,Chinese,8/6/2021,12,40.66116338,-73.96069455,A
50018450,UNCLE WANG CHINESE FOOD,11220,Chinese,2/28/2022,12,40.63701303,-74.00795912,A
50018453,Radio City Pizza,10019,Pizza,3/3/2022,6,40.75979104,-73.98217165,A
50018473,PRESTIGE,11374,Jewish/Kosher,6/15/2022,0,40.72694255,-73.86439978,A
50018479,DUNKIN,11239,Donuts,4/12/2022,36,40.65245758,-73.8765707,C
50018479,DUNKIN,11239,Donuts,7/27/2022,2,40.65245758,-73.8765707,A
50018481,THE HANDPULLED NOODLE,10031,Asian/Asian Fusion,7/19/2022,0,40.82843277,-73.9489709,A
50018482,M&S NICE BAKERY & RESTAURANT,11385,Bakery Products/Desserts,8/9/2021,4,40.70131166,-73.90515545,A
50018497,TARALLUCCI E VINO,10128,Italian,5/2/2022,20,40.78386724,-73.95803273,B
50018504,MERRY LAND BUFFET,10451,Chinese,7/12/2022,13,40.82432977,-73.90949958,A
50018514,INDIAN SPICE,11215,Indian,6/16/2022,13,40.66614502,-73.98218236,A
50018536,HO MAY KITCHEN,11211,Chinese,4/28/2022,11,40.71836397,-73.94043728,A
50018544,TAQUERIA MILEAR,11216,Mexican,2/1/2022,35,40.67291794,-73.95022231,C
50018544,TAQUERIA MILEAR,11216,Mexican,3/4/2022,12,40.67291794,-73.95022231,A
50018547,MANDEVILLES BISTRO,11226,Caribbean,6/10/2022,43,40.64841027,-73.95825521,C
50018553,TEXAS FRIED CHICKEN,10026,Chicken,8/3/2022,16,40.80420489,-73.95550943,B
50018553,TEXAS FRIED CHICKEN,10026,Chicken,9/13/2022,6,40.80420489,-73.95550943,A
50018555,CARVEL,11694,Frozen Desserts,9/28/2022,5,40.57942691,-73.83699538,A
50018556,NO. 1 CHINESE RESTAURANT,11434,Chinese,7/21/2022,34,40.68092259,-73.79221205,C
50018562,BURGER TIME,10461,Hamburgers,8/2/2022,7,40.84929042,-73.85358396,A
50018573,TURCO,10036,Middle Eastern,8/16/2022,31,40.75923496,-73.99202622,C
50018573,TURCO,10036,Middle Eastern,9/8/2022,23,40.75923496,-73.99202622,B
50018574,RESIDENCE INN WORLD TRADE CENTER,10038,American,7/26/2022,12,40.70966161,-74.01009234,A
50018577,12 CHAIRS CAFE,11249,Middle Eastern,2/17/2022,37,40.71451496,-73.96504938,C
50018577,12 CHAIRS CAFE,11249,Middle Eastern,3/28/2022,5,40.71451496,-73.96504938,A
50018578,CLOVE INDIAN RESTAURANT BAR,10031,Indian,8/9/2022,23,40.82121753,-73.95055174,B
50018582,Lin MINI CAFE,11220,Chinese,6/21/2022,12,40.6420527,-74.00273852,A
50018594,THE SPOTTED OWL,10009,American,7/14/2022,9,40.72982076,-73.98079419,A
50018594,THE SPOTTED OWL,10009,American,9/1/2022,12,40.72982076,-73.98079419,A
50018601,BELLA PIZZA & RESTAURANT,11201,Pizza,9/8/2021,13,40.68969846,-73.98595141,A
50018601,BELLA PIZZA & RESTAURANT,11201,Pizza,10/14/2022,27,40.68969846,-73.98595141,B
50018602,LITTLE VINCENT'S PIZZA,10021,Pizza,3/15/2022,29,40.76937765,-73.95794803,C
50018603,SPICY PIZZA,11104,Pizza,6/23/2022,42,40.74517672,-73.92084929,C
50018604,MR. NOSH,11234,Jewish/Kosher,7/28/2022,0,40.61755456,-73.94196117,A
50018652,SCRUFFY DUFFY'S,10036,American,4/7/2022,12,40.76175751,-73.99392829,A
50018653,JJM CAFE,11204,Chinese,5/11/2022,9,40.61745848,-73.98489689,A
